timestamp,efi_value,is_partial,S1_value,S1_raw,S2_value,S2_raw,S3_value,S3_raw,S4_value,S4_raw,S5_value,S5_raw
2025-12-16T17:36:10.274252,2,True,0,-300.0,1,10000.0,0,48000000.0,0,-30000.0,1,0.0
